country_code,country_full,segment,brand,num_ads,total_ads,pct
15,france,TOTAL,CHEVROLET,2063,221274,0.0093
15,france,TOTAL,CUPRA,1931,221274,0.0087
15,france,TOTAL,JAGUAR,1331,221274,0.006
15,france,TOTAL,SUZUKI,1138,221274,0.0051
15,france,TOTAL,FERRARI,1090,221274,0.0049
15,france,TOTAL,ALFA_ROMEO,998,221274,0.0045
15,france,TOTAL,MAZDA,785,221274,0.0035
15,france,TOTAL,MG,767,221274,0.0035
15,france,TOTAL,TESLA,680,221274,0.0031
15,france,TOTAL,MITSUBISHI,666,221274,0.003
15,france,TOTAL,MASERATI,595,221274,0.0027
15,france,TOTAL,HONDA,537,221274,0.0024
15,france,TOTAL,ASTON_MARTIN,411,221274,0.0019
15,france,TOTAL,BENTLEY,397,221274,0.0018
15,france,TOTAL,LAMBORGHINI,374,221274,0.0017
15,france,TOTAL,LOTUS,94,221274,4e-4
15,france,TOTAL,POLESTAR,59,221274,3e-4
15,france,TOTAL,ALPINA,48,221274,2e-4
15,france,TOTAL,BYD,44,221274,2e-4
15,france,TOTAL,XPENG,36,221274,2e-4
15,france,TOTAL,MAXUS,33,221274,1e-4
15,france,TOTAL,AIWAYS,4,221274,0
0,Denmark,TOTAL,VW,28989,181731,0.1595
0,Denmark,TOTAL,MERCEDES_BENZ,12768,181731,0.0703
0,Denmark,TOTAL,FORD,12300,181731,0.0677
0,Denmark,TOTAL,PEUGEOT,11697,181731,0.0644
0,Denmark,TOTAL,SKODA,11485,181731,0.0632
0,Denmark,TOTAL,AUDI,9089,181731,0.05
0,Denmark,TOTAL,CITROEN,8756,181731,0.0482
0,Denmark,TOTAL,RENAULT,8406,181731,0.0463
0,Denmark,TOTAL,BMW,8024,181731,0.0442
0,Denmark,TOTAL,OPEL,7467,181731,0.0411
0,Denmark,TOTAL,TOYOTA,7347,181731,0.0404
0,Denmark,TOTAL,HYUNDAI,7299,181731,0.0402
0,Denmark,TOTAL,KIA,6973,181731,0.0384
0,Denmark,TOTAL,VOLVO,5566,181731,0.0306
0,Denmark,TOTAL,SUZUKI,4424,181731,0.0243
0,Denmark,TOTAL,FIAT,4302,181731,0.0237
0,Denmark,TOTAL,TESLA,3899,181731,0.0215
0,Denmark,TOTAL,NISSAN,3131,181731,0.0172
0,Denmark,TOTAL,SEAT,2875,181731,0.0158
0,Denmark,TOTAL,MAZDA,2653,181731,0.0146
0,Denmark,TOTAL,MINI,2490,181731,0.0137
0,Denmark,TOTAL,CUPRA,2074,181731,0.0114
0,Denmark,TOTAL,POLESTAR,1997,181731,0.011
0,Denmark,TOTAL,MG,1360,181731,0.0075
0,Denmark,TOTAL,CHEVROLET,971,181731,0.0053
0,Denmark,TOTAL,DACIA,875,181731,0.0048
0,Denmark,TOTAL,MITSUBISHI,839,181731,0.0046
0,Denmark,TOTAL,HONDA,761,181731,0.0042
0,Denmark,TOTAL,PORSCHE,643,181731,0.0035
0,Denmark,TOTAL,BYD,483,181731,0.0027
0,Denmark,TOTAL,ALFA_ROMEO,260,181731,0.0014
0,Denmark,TOTAL,XPENG,259,181731,0.0014
0,Denmark,TOTAL,LAND_ROVER,247,181731,0.0014
0,Denmark,TOTAL,JAGUAR,229,181731,0.0013
0,Denmark,TOTAL,JEEP,216,181731,0.0012
0,Denmark,TOTAL,MAXUS,204,181731,0.0011
0,Denmark,TOTAL,AIWAYS,186,181731,0.001
0,Denmark,TOTAL,DODGE,110,181731,6e-4
0,Denmark,TOTAL,FERRARI,37,181731,2e-4
0,Denmark,TOTAL,MASERATI,15,181731,1e-4
0,Denmark,TOTAL,BENTLEY,11,181731,1e-4
0,Denmark,TOTAL,LOTUS,5,181731,0
0,Denmark,TOTAL,ALPINA,3,181731,0
0,Denmark,TOTAL,ASTON_MARTIN,3,181731,0
0,Denmark,TOTAL,LAMBORGHINI,3,181731,0
